ID	ComplexCtxs	ContraFlag	Veridical	Antiveridical	Averidical	Equals	Superclass	Subclass	Disjoint	TargetLabel
1201a	0	0	1	0	0	1	0	0	0	DL
1203a	1	0	1	1	0	1	0	0	0	DL
1204a	1	0	1	0	0	1	0	0	0	B
1208a	0	0	1	0	0	1	0	1	0	B
1209a	1	0	1	1	0	1	0	0	0	B
1210a	0	0	1	0	0	1	0	0	0	B
1211a	0	0	1	1	0	1	0	0	0	B
1216a	1	0	1	1	0	1	0	0	0	B
1217a	0	0	1	0	0	1	0	0	0	B
1218a	1	0	1	1	0	1	0	1	0	B
1220a	1	0	1	1	0	1	0	1	0	DL
1223a	0	0	1	0	0	1	0	1	0	B
1224a	0	0	1	0	0	1	0	1	0	B
1225a	1	0	1	1	0	1	0	0	0	B
1226a	0	0	1	0	0	1	0	1	0	B
1229a	1	0	1	1	0	1	0	0	0	DL
1231a	1	0	1	1	0	1	0	0	0	DL
1233a	1	0	1	0	0	1	0	0	0	B
1234a	0	0	1	1	0	1	0	0	0	B
1235a	0	0	1	0	0	1	1	0	0	DL
1238a	1	0	1	0	0	1	0	0	0	N
1243a	1	0	1	1	0	1	0	0	0	B
1245a	1	0	1	1	0	1	0	0	0	B
1247a	1	0	1	1	0	1	0	0	0	DL
1250a	0	0	1	0	0	1	0	0	0	DL
1252a	1	0	1	1	0	1	0	0	0	B
1253a	0	0	1	0	0	0	0	1	0	B
1254a	0	0	1	0	0	1	0	0	0	DL
1256a	1	0	1	0	0	1	0	0	0	DL
1257a	1	0	1	0	0	1	0	0	0	N
1258a	1	0	1	1	0	0	0	0	0	S
1260a	0	0	1	0	0	1	1	0	0	DL
1261a	1	0	1	1	0	1	0	0	0	B
1262a	0	0	1	0	0	1	1	0	0	DL
1263a	1	0	1	1	0	1	0	0	0	B
1264a	0	0	1	0	0	1	0	0	0	S
1265a	1	0	1	1	0	1	0	0	0	B
1267a	1	0	1	1	0	1	1	0	0	S
1269a	0	0	1	0	0	1	0	0	0	DL
1272a	1	0	1	1	0	1	0	0	0	B
1277a	1	0	1	0	0	1	0	0	0	B
1278a	0	0	1	0	0	1	0	0	0	B
1279a	0	0	1	0	0	1	0	0	0	N
1281a	1	0	1	1	0	1	0	0	0	B
1285a	1	0	1	0	0	1	0	0	0	B
1286a	1	0	1	0	0	1	0	0	0	B
1288a	1	0	1	1	0	1	0	0	0	B
1289a	0	0	1	0	0	1	0	0	0	DL
1290a	1	0	1	0	0	1	1	0	0	B
1295a	1	0	1	0	0	1	1	0	0	B
1296a	0	0	1	0	0	1	0	1	0	B
1298a	0	0	1	0	0	1	0	1	0	N
1299a	0	0	1	0	0	1	1	0	0	DL
1300a	1	0	1	1	0	1	0	0	0	B
1301a	0	0	1	0	0	1	1	0	0	B
1304a	0	0	1	0	0	1	0	1	0	DL
1306a	1	0	1	1	0	1	0	0	0	DL
1307a	0	0	1	0	0	1	0	1	0	DL
1309a	0	0	1	0	0	1	0	0	0	B
1310a	1	0	1	1	0	1	0	0	0	B
1312a	1	0	1	1	0	1	1	0	0	B
1313a	1	0	1	0	0	0	1	0	0	B
1314a	1	0	1	1	0	0	0	1	0	DL
1315a	1	0	1	0	0	0	0	1	0	B
1316a	1	0	1	1	0	0	1	0	0	B
1320a	1	0	1	0	0	1	0	0	0	N
1322a	1	0	1	1	0	1	1	0	0	S
1323a	0	1	1	0	0	1	0	0	0	N
1324a	1	0	1	0	0	0	0	1	0	DL
1325a	1	0	1	1	0	0	1	0	0	S
1327a	1	0	1	0	0	1	0	1	0	DL
1330a	1	0	1	0	0	1	0	1	0	DL
1331a	0	0	1	0	0	1	0	1	0	B
1332a	1	0	1	1	0	1	0	0	0	B
1334a	0	0	1	0	0	1	1	0	0	B
1337a	0	0	1	0	0	0	0	1	0	DL
1338a	0	0	1	1	0	0	1	0	0	B
1339a	0	0	1	0	0	0	0	1	0	DL
1340a	0	0	1	0	0	1	1	0	0	DL
1343a	1	0	1	0	0	0	1	0	0	N
1347a	1	0	1	1	0	0	1	0	0	B
1348a	0	0	1	0	0	1	0	1	0	B
1349a	0	0	1	0	0	1	0	0	0	DL
1351a	0	0	1	0	0	1	0	1	0	B
1353a	0	0	1	0	0	1	0	1	0	B
1356a	1	0	1	1	0	1	1	0	0	B
1357a	0	0	1	0	0	1	0	1	0	B
1360a	0	0	1	0	0	1	0	0	0	B
1362a	1	0	1	0	0	1	0	0	0	S
1363a	1	0	1	0	0	1	0	0	0	DL
1364a	1	0	1	0	0	1	0	0	0	DL
1366a	1	0	1	0	0	1	0	0	0	DL
1367a	0	0	1	0	0	1	0	1	0	B
1369a	0	0	1	0	0	1	0	0	0	DL
1370a	1	0	1	1	0	1	0	0	0	B
1374a	1	0	1	1	0	1	1	0	0	S
1375a	0	0	1	0	0	1	0	1	0	B
1377a	1	0	1	1	0	1	0	0	0	B
1382a	0	0	1	0	0	1	1	0	0	B
1383a	0	0	1	1	0	0	1	0	0	B
1391a	1	0	1	0	0	0	1	0	0	B
1392a	1	0	1	0	0	1	0	0	0	B
1393a	1	0	1	0	0	1	0	0	0	B
1394a	0	0	1	0	0	0	0	1	0	B
1395a	0	0	1	0	0	1	0	0	0	N
1397a	1	0	1	1	0	1	0	0	0	B
1398a	0	0	1	0	0	1	0	0	0	DL
1401a	0	0	1	0	0	1	0	0	0	N
1402a	0	0	1	0	0	1	0	0	0	DL
1406a	1	0	1	1	0	1	0	0	0	B
1411a	0	0	1	0	0	1	0	0	1	DL
1413a	0	0	1	0	0	1	0	0	1	S
1416a	1	0	1	0	0	0	0	1	0	B
1418a	0	0	1	0	0	1	0	0	0	S
1420a	1	0	1	0	0	1	0	0	0	B
1422a	0	0	1	0	0	1	0	0	0	DL
1423a	0	0	1	0	0	1	0	1	0	B
1424a	1	0	1	1	0	1	0	0	0	B
1425a	1	0	1	0	0	1	0	1	0	B
1426a	1	0	1	0	0	1	0	0	0	B
1428a	1	0	1	0	0	1	0	0	0	B
1433a	1	0	1	1	0	1	0	0	0	B
1436a	0	0	1	0	0	1	0	1	0	DL
1437a	1	0	1	1	0	1	0	0	0	DL
1439a	1	0	1	0	0	1	0	0	0	B
1440a	1	0	1	1	0	1	0	0	0	B
1441a	1	0	1	0	0	1	0	0	0	B
1442a	0	0	1	0	0	1	0	0	0	DL
1445a	1	0	1	0	0	1	0	0	0	DL
1447a	0	0	1	0	0	1	0	0	0	DL
1449a	0	0	1	0	0	1	0	0	0	N
1450a	0	0	1	0	0	1	0	1	0	B
1451a	1	0	1	1	0	1	0	0	0	B
1452a	0	0	1	0	0	0	0	1	1	B
1454a	0	0	1	0	0	1	0	0	0	B
1456a	0	0	1	0	0	1	0	0	1	B
1457a	0	0	1	0	0	0	0	1	0	B
1459a	1	0	1	0	0	1	1	0	0	DL
1460a	0	0	1	0	0	1	0	0	0	DL
1462a	0	0	1	0	0	0	0	0	0	B
1465a	0	0	1	0	0	0	0	0	0	B
1468a	0	0	1	0	0	1	0	1	0	B
1471a	1	0	1	0	0	0	1	1	0	B
1472a	0	0	1	0	0	0	0	1	0	B
1475a	0	0	1	0	0	1	0	1	0	S
1477a	0	0	1	0	0	1	0	1	0	B
1478a	1	0	1	1	0	1	0	0	0	B
1485a	1	0	1	1	0	1	1	0	0	B
1490a	0	0	1	0	0	1	0	1	0	DL
1491a	0	0	1	0	0	1	0	1	0	B
1492a	0	0	1	0	0	1	1	0	0	B
1496a	1	0	1	1	0	1	0	0	0	B
1497a	1	0	1	0	0	1	0	0	0	DL
1500a	1	0	1	1	0	1	0	0	0	B
1502a	1	0	1	0	0	1	1	0	0	N
1507a	1	0	1	0	0	1	0	0	0	B
1508a	1	0	1	0	0	1	0	0	0	B
1510a	1	0	1	0	0	1	0	0	0	B
1512a	0	0	1	0	0	0	0	1	0	B
1515a	1	0	1	0	0	0	0	0	0	B
1516a	1	0	1	0	0	0	0	0	0	B
1518a	1	0	1	0	0	0	0	0	1	B
1520a	0	0	1	0	0	1	1	0	0	N
1522a	0	0	1	0	0	1	0	0	0	N
1526a	0	0	1	0	0	1	0	1	0	DL
1528a	0	0	1	0	0	1	0	0	0	DL
1529a	0	0	1	0	0	0	0	1	0	B
1530a	0	0	1	0	0	1	0	0	0	DL
1533a	1	0	1	0	0	0	0	0	0	B
1537a	1	0	1	0	0	0	1	0	0	B
1539a	1	0	1	1	0	1	0	0	0	B
1540a	0	0	1	0	0	1	0	0	0	N
1542a	0	0	1	0	0	1	0	0	0	S
1543a	1	0	1	1	0	1	0	1	0	DL
1544a	0	0	1	0	0	1	0	1	0	DL
1546a	0	0	1	0	0	1	0	1	0	DL
1548a	1	0	1	1	0	1	0	0	0	B
1554a	1	0	1	1	0	0	0	1	0	B
1555a	0	0	1	0	0	1	0	0	0	B
1556a	0	0	1	0	0	1	0	0	0	B
1560a	1	0	1	0	0	1	0	0	0	B
1561a	0	0	1	0	0	1	0	0	0	DL
1562a	0	0	1	0	0	1	0	0	0	DL
1564a	0	0	1	0	0	1	0	0	0	S
1567a	0	0	1	0	0	1	1	0	0	S
1568a	0	1	1	0	0	1	0	0	0	DL
1569a	0	0	1	0	0	1	0	0	0	S
1571a	0	1	1	0	0	1	0	0	0	B
1572a	0	0	1	0	0	0	1	0	0	B
1577a	0	0	1	0	0	1	0	1	0	DL
1578a	0	1	1	0	0	1	0	1	0	DL
1579a	1	0	1	1	0	1	0	0	0	B
1581a	1	0	1	0	0	1	0	0	0	B
1583a	1	0	1	0	0	1	0	0	0	B
1589a	0	0	1	0	0	1	0	0	0	B
1590a	1	0	1	0	0	1	0	0	0	N
1593a	0	0	1	0	0	1	0	0	0	N
1594a	1	0	1	1	0	1	0	1	0	DL
1596a	0	0	1	0	0	1	0	0	0	B
1597a	1	0	1	0	0	1	1	0	0	B
1598a	0	0	1	0	0	1	0	1	0	B
1602a	1	0	1	1	0	1	0	0	0	S
1605a	1	0	1	0	0	1	0	0	0	B
1611a	1	0	1	1	0	1	0	0	0	B
1613a	1	1	1	1	0	1	0	0	0	N
1616a	0	1	1	0	0	1	0	1	0	B
1617a	0	0	1	0	0	1	0	0	0	DL
1619a	1	0	1	0	0	1	0	0	0	DL
1620a	0	0	1	0	0	1	0	1	0	B
1622a	0	0	1	0	0	1	0	1	0	B
1623a	1	0	1	1	0	1	0	1	0	N
1624a	0	0	1	0	0	1	1	0	0	B
1630a	0	0	1	0	0	1	0	1	0	B
1633a	1	0	1	0	0	1	0	0	0	B
1634a	1	0	1	0	0	1	0	0	0	B
1636a	0	0	1	1	0	1	0	0	1	B
1637a	0	0	1	0	0	1	0	0	0	B
1638a	0	0	1	0	0	1	0	0	1	B
1642a	0	0	1	0	0	1	0	0	0	B
1644a	1	0	1	0	0	1	0	0	0	B
1645a	0	0	1	0	0	1	0	0	0	N
1654a	1	0	1	1	0	1	0	0	0	B
1656a	0	1	1	0	0	1	0	0	0	DL
1658a	0	0	1	0	0	1	0	0	0	B
1662a	1	0	1	0	0	1	0	0	0	B
1664a	0	0	1	0	0	1	0	0	0	N
1665a	1	0	1	0	0	1	0	0	0	DL
1666a	1	0	1	0	0	1	0	0	0	N
1667a	0	0	1	0	0	1	0	0	0	B
1672a	1	0	1	0	0	0	0	1	0	B
1674a	1	0	1	0	0	0	0	1	0	B
1678a	0	0	1	1	0	1	0	0	0	DL
1681a	1	0	1	1	0	1	0	0	0	B
1683a	0	0	1	1	0	1	0	0	0	DL
1684a	1	0	1	1	0	1	0	0	0	B
1685a	0	0	1	1	0	1	0	1	0	S
1686a	0	0	1	1	0	1	0	0	0	DL
1689a	1	0	1	1	0	1	0	0	0	DL
1692a	1	0	1	0	0	0	1	0	0	B
1693a	0	0	1	0	0	1	0	0	0	B
1695a	1	0	1	0	0	0	0	0	0	S
1696a	1	0	1	0	0	0	0	0	0	DL
1698a	1	0	1	0	0	0	0	1	0	S
1699a	0	0	1	0	0	1	0	1	0	N
1701a	1	0	1	0	0	0	0	1	0	B
1704a	0	0	1	0	0	1	0	0	1	S
1709a	1	0	1	0	0	1	1	0	0	B
1710a	1	0	1	0	0	1	0	1	0	B
1713a	1	0	1	1	0	1	0	0	0	B
1717a	0	1	1	0	0	1	0	0	0	DL
1718a	0	1	1	1	0	1	0	0	0	DL
1720a	1	1	1	1	0	1	0	0	0	DL
1722a	0	1	1	0	0	1	0	0	0	DL
1725a	0	1	1	0	0	1	0	0	0	DL
1726a	1	0	1	1	0	1	0	0	0	B
1727a	0	0	1	0	0	1	0	0	0	N
1728a	0	0	1	0	0	1	0	0	1	DL
1730a	0	0	1	0	0	1	0	0	0	B
1731a	0	1	1	0	0	1	0	0	0	B
1732a	1	1	1	1	0	1	0	0	0	B
1734a	0	0	1	0	0	1	0	1	0	B
1735a	1	0	1	1	0	1	1	0	0	B
1737a	1	0	1	1	0	1	0	0	0	B
1738a	0	0	1	0	0	1	0	1	0	DL
1739a	1	0	1	1	0	0	1	0	0	B
1740a	1	0	1	0	0	1	0	0	0	B
1742a	1	0	1	0	0	1	0	0	0	B
1743a	0	0	1	0	0	1	0	1	0	B
1744a	1	0	1	1	0	1	0	0	0	B
1745a	0	1	1	0	0	1	0	0	0	N
1746a	1	0	1	0	0	1	0	0	0	DL
1748a	1	0	1	0	0	1	0	0	0	S
1749a	0	0	1	0	0	1	0	1	0	DL
1750a	1	0	1	0	0	1	0	0	0	DL
1752a	1	0	1	0	0	1	0	0	0	S
1758a	1	0	1	1	0	1	0	0	0	B
1760a	1	1	1	1	0	1	0	1	0	N
1761a	0	1	1	0	0	1	0	0	0	N
1762a	1	0	1	0	0	1	0	0	0	B
1763a	0	0	1	1	0	0	0	1	0	DL
1764a	0	1	1	0	0	1	0	0	0	B
1767a	1	0	1	0	0	1	0	0	0	N
1768a	0	0	1	0	0	1	0	0	0	B
1769a	1	0	1	1	0	1	0	0	0	B
1770a	1	0	1	0	0	0	0	1	0	B
1774a	0	1	1	0	0	1	0	0	0	B
1775a	1	1	1	1	0	1	0	1	0	DL
1778a	0	0	1	0	0	1	0	1	0	B
1779a	0	1	1	0	0	1	0	0	0	DL
1785a	0	1	1	0	0	1	1	0	0	B
1786a	0	0	1	0	0	1	0	0	0	N
1788a	0	0	1	0	0	1	0	0	0	N
1790a	1	0	1	1	0	1	0	0	0	B
1793a	1	0	1	1	0	1	1	0	0	B
1794a	1	0	1	0	0	0	1	0	0	S
1795a	0	0	1	0	0	1	0	1	0	S
1796a	1	0	1	1	0	1	0	1	0	B
1797a	1	0	1	0	0	0	1	0	0	B
1799a	1	0	1	0	0	1	0	0	0	B
1800a	1	0	1	0	0	0	0	1	0	B
1801a	1	0	1	0	0	1	0	0	0	DL
1802a	0	0	1	0	0	1	0	0	0	B
1803a	1	0	1	1	0	1	0	0	0	B
1804a	0	0	1	0	0	1	0	1	0	B
1805a	1	0	1	1	0	1	0	0	0	B
1806a	1	0	1	1	0	0	1	1	0	S
1810a	0	1	1	0	0	1	0	0	0	B
1813a	0	0	1	0	0	0	1	0	0	DL
1816a	0	0	1	0	0	1	0	1	0	B
1817a	1	0	1	1	0	1	0	0	0	B
1819a	1	0	1	0	0	0	0	0	0	B
1821a	1	0	1	0	0	0	0	1	0	B
1824a	1	0	1	0	0	1	0	0	0	B
1826a	0	0	1	0	0	1	0	0	0	B
1827a	0	0	1	0	0	1	0	0	0	S
1828a	0	1	1	0	0	1	0	0	0	B
1831a	1	0	1	0	0	1	0	0	0	N
1833a	1	0	1	1	0	1	0	0	0	DL
1834a	1	0	1	0	0	1	0	1	0	DL
1835a	0	0	1	0	0	1	0	0	0	B
1836a	1	0	1	0	0	0	0	1	0	B
1837a	0	0	1	0	0	1	0	0	0	B
1838a	0	0	1	0	0	1	0	0	0	B
1843a	1	0	1	1	0	1	0	0	0	B
1845a	1	0	1	0	0	0	1	0	0	B
1848a	1	0	1	0	0	0	0	1	0	B
1850a	0	0	1	0	0	1	0	1	0	B
1855a	1	0	1	0	0	0	0	0	0	B
1856a	1	0	1	0	0	1	0	0	0	B
1857a	1	0	1	1	0	1	0	0	0	S
1858a	1	0	1	0	0	0	0	0	0	B
1859a	0	0	1	0	0	1	0	1	0	B
1860a	1	0	1	0	0	1	0	0	0	DL
1862a	0	0	1	0	0	1	0	0	0	B
1863a	1	0	1	1	0	1	0	0	0	B
1864a	1	0	1	0	0	1	0	0	0	DL
1865a	1	0	1	0	0	1	0	0	0	B
1867a	1	0	1	0	0	1	0	0	0	B
1868a	1	0	1	0	0	1	0	0	0	B
1870a	0	0	1	0	0	0	0	1	0	N
1871a	1	0	1	0	0	1	0	0	0	B
1872a	0	0	1	1	0	0	0	1	0	DL
1875a	0	0	1	0	0	0	0	1	0	DL
1880a	1	0	1	0	0	0	0	1	0	N
1883a	0	0	1	0	0	1	0	0	0	B
1885a	0	0	1	0	0	1	0	0	0	B
1889a	1	0	1	0	0	1	0	0	0	N
1890a	1	0	1	0	0	1	0	1	0	B
1891a	1	0	1	0	0	0	1	0	0	B
1893a	1	0	1	0	0	0	0	1	0	B
1895a	1	0	1	1	0	1	0	1	0	S
1896a	1	0	1	0	0	1	1	0	0	B
1899a	1	0	1	1	0	1	0	0	0	DL
1901a	0	0	1	1	0	1	0	0	0	DL
1902a	1	0	1	0	0	1	0	0	0	B
1903a	0	0	1	1	0	0	0	1	0	B
1905a	1	0	1	0	0	0	0	0	0	B
1906a	0	0	1	0	0	0	0	1	0	B
1911a	1	0	1	0	0	0	1	0	0	S
1913a	1	0	1	0	0	1	0	0	0	DL
1915a	1	0	1	0	0	0	0	1	0	B
1917a	1	0	1	0	0	1	0	0	0	B
1922a	0	0	1	0	0	1	0	0	0	B
1923a	1	0	1	0	0	1	0	0	0	N
1924a	1	0	1	0	0	0	0	1	0	N
1925a	0	0	1	0	0	1	0	0	0	DL
1926a	1	0	1	1	0	1	0	0	0	B
1928a	1	0	1	0	0	1	0	0	0	B
1929a	1	0	1	1	0	0	1	0	0	B
1930a	1	0	1	0	0	1	0	0	0	B
1931a	1	0	1	0	0	1	0	0	0	B
1932a	1	0	1	0	0	0	1	0	0	B
1933a	1	0	1	1	0	0	0	1	0	B
1937a	0	0	1	0	0	1	0	1	0	B
1938a	0	0	1	0	0	1	0	0	0	DL
1941a	0	1	1	0	0	1	0	1	0	B
1945a	1	0	1	1	0	1	0	0	0	B
1947a	1	0	1	0	0	0	0	0	0	B
1950a	0	0	1	0	0	1	0	0	0	B
1951a	0	0	1	1	0	1	0	0	0	B
1953a	0	0	1	0	0	1	0	1	0	B
1956a	0	0	1	0	0	1	0	0	0	B
1957a	0	0	1	0	0	1	1	0	0	B
1960a	1	0	1	0	0	0	0	1	0	B
1962a	1	0	1	0	0	0	0	1	0	B
1965a	1	0	1	1	0	1	1	0	0	B
1966a	1	0	1	0	0	0	1	0	0	B
1968a	1	0	1	1	0	1	0	0	0	B
1971a	1	0	1	1	0	1	0	0	0	DL
1973a	0	0	1	0	0	1	0	1	0	DL
1976a	0	0	1	0	0	1	0	1	0	B
1977a	0	0	1	0	0	1	0	1	0	B
1980a	0	0	1	0	0	1	0	0	0	B
1982a	1	0	1	0	0	1	0	0	0	B
1983a	1	0	1	0	0	1	0	0	0	B
1985a	1	0	1	0	0	1	0	0	0	B
1990a	1	0	1	0	0	0	0	0	0	B
1995a	0	0	1	1	0	1	0	0	0	B
1997a	0	0	1	0	0	1	0	0	0	B
1998a	0	0	1	1	0	1	0	0	0	B
2002a	0	1	1	0	0	1	0	0	0	DL
2003a	0	0	1	0	0	1	0	0	0	S
2010a	0	0	1	0	0	1	0	0	0	DL
2013a	0	1	1	0	0	1	0	0	0	B
2017a	1	0	1	0	0	1	0	0	0	B
2021a	1	0	1	0	0	1	0	0	0	DL
2022a	1	0	1	0	0	0	0	0	0	B
2026a	1	0	1	0	0	1	0	0	0	DL
2028a	0	0	1	0	0	1	0	0	0	N
2031a	1	0	1	1	0	1	0	0	0	B
2032a	1	0	1	1	0	1	0	0	0	N
2033a	1	0	1	0	0	1	0	0	0	B
2034a	1	0	1	1	0	1	0	0	0	DL
2036a	1	0	1	0	0	1	0	0	0	DL
2039a	1	0	1	0	0	1	0	0	0	S
2042a	1	0	1	0	0	0	1	0	0	B
2043a	0	0	1	0	0	1	0	0	0	B
2044a	0	0	1	1	0	1	0	0	0	B
2046a	0	0	1	0	0	1	0	0	0	DL
2050a	0	0	1	1	0	1	0	0	0	B
2053a	0	0	1	0	0	1	0	1	0	DL
2054a	1	0	1	0	0	0	1	0	0	S
2057a	1	0	1	1	0	1	0	0	0	B
2060a	0	0	1	0	0	1	1	0	0	DL
2062a	1	0	1	0	0	0	1	1	0	B
2063a	0	1	1	0	0	1	0	1	0	DL
2065a	1	0	1	1	0	1	0	0	0	S
2069a	0	0	1	0	0	1	0	1	0	DL
2071a	0	0	1	0	0	1	0	0	1	B
2074a	0	0	1	0	0	1	0	0	1	B
2077a	1	0	1	0	0	0	0	1	0	B
2083a	0	0	1	0	0	0	1	0	0	B
2085a	0	0	1	0	0	1	0	1	0	DL
2093a	0	0	1	0	0	1	0	1	0	B
2095a	1	0	1	0	0	0	1	0	0	B
2099a	1	0	1	0	0	1	0	0	0	B
2101a	0	0	1	0	0	1	0	0	0	B
2106a	1	0	1	0	0	1	0	0	0	DL
2108a	1	0	1	0	0	1	0	0	0	B
2110a	1	0	1	0	0	1	0	0	0	B
2111a	1	0	1	0	0	1	0	0	0	B
2114a	0	0	1	0	0	1	0	0	0	B
2116a	1	0	1	0	0	1	0	1	0	S
2120a	1	0	1	0	0	1	0	0	0	B
2126a	0	0	1	0	0	1	0	0	0	B
2127a	0	0	1	0	0	1	0	0	0	DL
2128a	0	0	1	1	0	1	0	0	0	DL
2129a	0	0	1	0	0	1	0	0	0	B
2131a	0	0	1	0	0	0	1	0	0	S
2133a	0	0	1	0	0	1	1	0	0	S
2134a	1	0	1	1	0	1	0	1	0	N
2135a	0	0	1	0	0	0	0	1	0	S
2137a	1	0	1	1	0	1	0	0	0	B
2138a	1	0	1	0	0	1	0	0	0	B
2140a	1	0	1	1	0	1	0	0	0	B
2142a	0	0	1	0	0	1	0	0	1	DL
2143a	0	0	1	1	0	1	0	0	1	DL
2147a	1	0	1	0	0	1	0	0	0	B
2149a	0	0	1	0	0	1	1	0	0	S
2151a	0	0	1	0	0	1	0	0	0	N
2152a	0	0	1	0	0	1	0	0	0	B
2154a	0	0	1	0	0	1	0	0	0	B
2155a	0	0	1	0	0	1	1	0	0	B
2156a	0	0	1	0	0	1	0	0	0	B
2158a	0	0	1	0	0	1	0	1	0	B
2159a	0	0	1	0	0	1	1	0	0	B
2160a	0	0	1	0	0	1	1	0	0	B
2161a	0	0	1	0	0	1	0	1	0	DL
2168a	1	0	1	0	0	1	0	0	0	DL
2169a	1	0	1	0	0	1	0	1	0	DL
2173a	1	0	1	0	0	1	0	1	0	B
2174a	0	0	1	0	0	1	1	0	0	DL
2177a	0	0	1	1	0	1	1	0	0	B
2178a	0	0	1	0	0	0	0	1	0	DL
2182a	0	0	1	1	0	1	0	1	0	DL
2185a	1	0	1	1	0	1	0	0	0	B
2186a	0	0	1	1	0	1	0	1	0	DL
2187a	0	0	1	1	0	1	0	0	0	DL
2189a	0	0	1	1	0	1	0	0	0	B
2190a	0	0	1	1	0	1	0	0	0	B
2191a	0	0	1	0	0	1	0	0	0	DL
2193a	0	0	1	0	0	1	1	0	0	B
2194a	0	0	1	0	0	1	0	1	0	B
2197a	1	0	1	1	0	0	0	0	0	S
2200a	1	0	1	0	0	0	1	0	0	B
2201a	1	0	1	0	0	0	1	0	0	S
2204a	1	0	1	0	0	1	0	0	0	S
2206a	0	0	1	0	0	1	0	0	1	DL
2209a	1	0	1	0	0	1	0	0	0	B
2211a	1	0	1	0	0	1	0	0	0	B
2214a	1	0	1	0	0	1	0	0	0	B
2216a	1	0	1	0	0	1	0	0	0	DL
2219a	1	0	1	1	0	1	0	0	0	B
2220a	0	1	1	0	0	1	0	1	0	DL
2223a	1	0	1	0	0	0	0	1	0	DL
2224a	0	0	1	0	0	1	0	0	0	B
2225a	0	1	1	0	0	1	0	1	0	DL
2227a	1	0	1	1	0	1	0	1	0	B
2230a	0	0	1	0	0	1	0	1	0	B
2237a	0	0	1	0	0	1	0	0	0	DL
2241a	0	0	1	1	0	1	1	0	0	B
2244a	0	0	1	0	0	1	1	0	0	B
2245a	0	0	1	0	0	1	1	0	0	B
2246a	0	0	1	0	0	1	0	1	0	B
2248a	0	1	1	0	0	1	0	0	0	DL
2249a	1	0	1	1	0	1	0	0	0	B
2254a	0	0	1	0	0	1	0	1	0	B
2255a	1	0	1	0	0	1	0	0	0	DL
2256a	1	0	1	0	0	1	0	0	0	B
2257a	0	0	1	0	0	1	0	1	0	B
2258a	1	0	1	1	0	1	0	0	0	B
2262a	1	0	1	0	0	1	0	0	0	B
2265a	1	0	1	1	0	1	0	0	0	B
2267a	1	0	1	1	0	1	0	0	0	B
2268a	0	0	1	0	0	1	1	1	0	B
2269a	1	0	1	1	0	1	1	0	0	N
2270a	0	0	1	0	0	1	0	1	0	DL
2271a	1	0	1	1	0	1	1	0	0	S
2273a	1	0	1	0	0	1	0	1	0	DL
2276a	1	0	1	0	1	1	0	0	1	N
2278a	0	0	1	0	0	1	0	1	0	B
2279a	1	0	1	0	1	1	0	0	0	B
2280a	1	0	1	0	0	1	0	0	0	B
2283a	0	0	1	1	0	1	0	0	0	B
2285a	1	0	1	1	0	1	0	0	0	B
2290a	0	0	1	0	0	1	0	0	0	B
2292a	1	0	1	1	0	1	0	0	0	B
2293a	0	0	1	0	0	1	0	0	0	N
2294a	0	0	1	0	0	1	0	1	0	DL
2295a	0	0	1	0	0	1	0	0	0	N
2296a	0	0	1	0	0	1	1	0	0	B
2298a	1	0	1	1	0	1	0	0	0	N
2300a	0	0	1	0	0	1	0	0	0	B
2301a	1	0	1	0	0	1	0	0	0	B
2306a	0	0	1	0	0	0	0	0	0	B
2312a	0	0	1	0	0	1	0	0	0	DL
2313a	1	0	1	1	0	1	0	0	0	B
2320a	1	0	1	0	0	0	1	0	0	B
2321a	0	0	1	0	0	1	0	1	0	B
2324a	1	0	1	0	0	0	0	1	0	B
2325a	0	0	1	0	0	1	0	0	0	B
2326a	1	0	1	1	0	1	0	0	0	B
2328a	0	0	1	0	0	1	0	0	0	B
2335a	0	1	1	0	0	1	0	0	0	DL
2336a	1	0	1	1	0	1	0	0	0	B
2337a	0	0	1	0	0	1	0	0	0	DL
2342a	1	0	1	0	0	0	0	1	0	B
2343a	0	0	1	0	0	1	0	1	0	DL
2345a	0	0	1	0	0	0	0	1	0	DL
2346a	0	0	1	0	0	1	0	0	0	DL
2347a	0	0	1	0	0	1	1	0	0	B
2349a	0	0	1	0	0	1	1	0	0	S
2353a	0	0	1	0	0	1	0	0	0	B
2354a	0	0	1	0	0	1	1	0	0	B
2355a	0	0	1	0	0	1	0	1	0	B
2356a	0	0	1	0	0	1	1	0	0	B
2357a	0	0	1	0	0	1	0	0	0	B
2361a	1	0	1	1	0	1	0	0	0	B
2367a	1	0	1	0	0	0	0	1	0	N
2370a	0	0	1	0	0	1	0	0	0	B
2371a	1	0	1	1	0	1	0	0	0	B
2372a	0	0	1	0	0	1	0	1	0	B
2373a	1	0	1	1	0	1	0	0	0	DL
2376a	0	0	1	0	0	1	0	1	0	B
2378a	1	0	1	0	0	1	0	0	0	DL
2379a	0	0	1	0	0	1	1	0	0	DL
2380a	1	0	1	1	0	1	0	0	0	B
2382a	1	0	1	1	0	1	0	1	0	DL
2384a	1	0	1	0	0	0	0	1	0	B
2387a	0	0	1	0	0	1	0	0	0	DL
2389a	0	0	1	0	0	1	0	1	0	B
2390a	1	0	1	1	0	1	0	0	0	B
2393a	0	0	1	0	0	1	1	0	0	S
2394a	0	0	1	0	0	1	0	0	0	DL
